brand,title,category,reward_display,verified,official_url,affiliate_program_url,referral_program_url
Chase,IHG One Rewards Traveler,Credit Cards,"Earn 80,000 bonus points","September 24, 2026",https://creditcards.chase.com/all-credit-cards,,https://www.chase.com/referafriend/catch-all
Chase,World of Hyatt,Credit Cards,"Earn up to 60,000 bonus points","September 24, 2026",https://creditcards.chase.com/all-credit-cards,,https://www.chase.com/referafriend/catch-all
Chase,Disney Inspire Visa,Credit Cards,$300 Disney eGift + $200 statement credit,"September 24, 2026",https://creditcards.chase.com/all-credit-cards,,https://www.chase.com/referafriend/catch-all
Chase,Disney Premier Visa,Credit Cards,$200 Disney eGift + $100 statement credit,"September 24, 2026",https://creditcards.chase.com/all-credit-cards,,https://www.chase.com/referafriend/catch-all
Chase,Disney Visa,Credit Cards,$100 Disney eGift + $50 statement credit,"September 24, 2026",https://creditcards.chase.com/all-credit-cards,,https://www.chase.com/referafriend/catch-all
Chase,Air Canada Aeroplan Card,Credit Cards,"Earn up to 115,000 bonus points","September 24, 2026",https://creditcards.chase.com/all-credit-cards,,https://www.chase.com/referafriend/catch-all
Chase,British Airways Visa Signature,Credit Cards,"Earn 75,000 Avios","September 24, 2026",https://creditcards.chase.com/all-credit-cards,,https://www.chase.com/referafriend/catch-all
Chase,Aer Lingus Visa Signature,Credit Cards,"Earn 75,000 Avios","September 24, 2026",https://creditcards.chase.com/all-credit-cards,,https://www.chase.com/referafriend/catch-all
Chase,Iberia Visa Signature,Credit Cards,"Earn 75,000 Avios","September 24, 2026",https://creditcards.chase.com/all-credit-cards,,https://www.chase.com/referafriend/catch-all
Chase,Prime Visa,Credit Cards,$150 Amazon Gift Card on approval,"September 24, 2026",https://creditcards.chase.com/all-credit-cards,,https://www.chase.com/referafriend/catch-all
Chase,Amazon Visa,Credit Cards,$50 Amazon Gift Card on approval,"September 24, 2026",https://creditcards.chase.com/all-credit-cards,,https://www.chase.com/referafriend/catch-all
Chase,DoorDash Rewards Mastercard,Credit Cards,Free DashPass for 1 year ($96 stated value),"September 24, 2026",https://creditcards.chase.com/all-credit-cards,,https://www.chase.com/referafriend/catch-all
Chase,Instacart Mastercard,Credit Cards,$50 Instacart credit on approval,"September 24, 2026",https://creditcards.chase.com/all-credit-cards,,https://www.chase.com/referafriend/catch-all
Chase,Ink Business Unlimited,Credit Cards,Earn $750 cash back,"September 24, 2026",https://creditcards.chase.com/all-credit-cards,,https://www.chase.com/referafriend/catch-all
Chase,Ink Business Cash,Credit Cards,Earn $750 cash back,"September 24, 2026",https://creditcards.chase.com/all-credit-cards,,https://www.chase.com/referafriend/catch-all
Chase,Ink Business Preferred,Credit Cards,"Earn 100,000 points","September 24, 2026",https://creditcards.chase.com/all-credit-cards,,https://www.chase.com/referafriend/catch-all
Chase,Ink Business Premier,Credit Cards,"Earn $1,000 cash back","September 24, 2026",https://creditcards.chase.com/all-credit-cards,,https://www.chase.com/referafriend/catch-all
Chase,Sapphire Reserve for Business,Credit Cards,"Earn up to 200,000 bonus points","September 24, 2026",https://creditcards.chase.com/all-credit-cards,,https://www.chase.com/referafriend/catch-all
Chase,United Business Card,Credit Cards,"Earn up to 110,000 bonus miles + 2,000 PQP","September 24, 2026",https://creditcards.chase.com/all-credit-cards,,https://www.chase.com/referafriend/catch-all
Chase,United Club Business Card,Credit Cards,"Earn up to 110,000 bonus miles + 2,000 PQP","September 24, 2026",https://creditcards.chase.com/all-credit-cards,,https://www.chase.com/referafriend/catch-all
Chase,Southwest Performance Business,Credit Cards,"Earn 80,000 points","September 24, 2026",https://creditcards.chase.com/all-credit-cards,,https://www.chase.com/referafriend/catch-all
Chase,Southwest Premier Business,Credit Cards,"Earn up to 80,000 points","September 24, 2026",https://creditcards.chase.com/all-credit-cards,,https://www.chase.com/referafriend/catch-all
Chase,IHG One Rewards Premier Business,Credit Cards,"Earn 140,000 bonus points","September 24, 2026",https://creditcards.chase.com/all-credit-cards,,https://www.chase.com/referafriend/catch-all
Chase,World of Hyatt Business,Credit Cards,"Earn 70,000 bonus points","September 24, 2026",https://creditcards.chase.com/all-credit-cards,,https://www.chase.com/referafriend/catch-all
Capital One,Venture X Rewards,Credit Cards,"Earn 75,000 bonus miles","September 24, 2026",https://www.capitalone.com/credit-cards/compare/,,https://www.capitalone.com/help-center/credit-cards/getting-credit-card-referral-bonus/
Capital One,Venture Rewards,Credit Cards,"$300 stays credit + 75,000 bonus miles","September 24, 2026",https://www.capitalone.com/credit-cards/venture/,,https://www.capitalone.com/help-center/credit-cards/getting-credit-card-referral-bonus/
Capital One,VentureOne Rewards,Credit Cards,"Earn 20,000 bonus miles","September 24, 2026",https://www.capitalone.com/credit-cards/compare/,,https://www.capitalone.com/help-center/credit-cards/getting-credit-card-referral-bonus/
Capital One,Quicksilver Rewards,Credit Cards,Earn $200 cash bonus,"September 24, 2026",https://www.capitalone.com/credit-cards/cash-back/,,https://www.capitalone.com/help-center/credit-cards/getting-credit-card-referral-bonus/
Capital One,Savor Rewards,Credit Cards,Earn $200 cash bonus,"September 24, 2026",https://www.capitalone.com/credit-cards/cash-back/,,https://www.capitalone.com/help-center/credit-cards/getting-credit-card-referral-bonus/
Capital One,Savor Student,Credit Cards,Earn $50 cash bonus,"September 24, 2026",https://www.capitalone.com/credit-cards/fair-and-building/,,https://www.capitalone.com/help-center/credit-cards/getting-credit-card-referral-bonus/
Capital One,Quicksilver Student,Credit Cards,Earn $50 cash bonus,"September 24, 2026",https://www.capitalone.com/credit-cards/fair-and-building/,,https://www.capitalone.com/help-center/credit-cards/getting-credit-card-referral-bonus/
Capital One,Cabela’s CLUB Card,Credit Cards,Earn up to $60 in CLUB Points,"September 24, 2026",https://www.capitalone.com/credit-cards/compare/,,https://www.capitalone.com/help-center/credit-cards/getting-credit-card-referral-bonus/
Capital One,Venture X Business,Credit Cards,"Earn up to 300,000 bonus miles on current business offer page","September 24, 2026",https://www.capitalone.com/small-business/credit-cards/,,https://www.capitalone.com/help-center/credit-cards/getting-credit-card-referral-bonus/
Capital One,Venture Business,Credit Cards,"Earn 100,000 bonus miles","September 24, 2026",https://www.capitalone.com/small-business/credit-cards/,,https://www.capitalone.com/help-center/credit-cards/getting-credit-card-referral-bonus/
Capital One,VentureOne Business,Credit Cards,"Earn 50,000 bonus miles","September 24, 2026",https://www.capitalone.com/small-business/credit-cards/,,https://www.capitalone.com/help-center/credit-cards/getting-credit-card-referral-bonus/
Capital One,Spark 2% Cash Plus,Credit Cards,"Earn $2,000 cash bonus","September 24, 2026",https://www.capitalone.com/small-business/credit-cards/,,https://www.capitalone.com/help-center/credit-cards/getting-credit-card-referral-bonus/
Capital One,Spark 2% Cash,Credit Cards,"Earn $1,000 cash bonus","September 24, 2026",https://www.capitalone.com/small-business/credit-cards/,,https://www.capitalone.com/help-center/credit-cards/getting-credit-card-referral-bonus/
Capital One,Spark 1.5% Cash Select,Credit Cards,Earn $750 cash bonus,"September 24, 2026",https://www.capitalone.com/small-business/credit-cards/,,https://www.capitalone.com/help-center/credit-cards/getting-credit-card-referral-bonus/
Capital One,360 Checking bonus,Banking,Earn $250,"September 24, 2026",https://www.capitalone.com/bank/checking250/,,
American Express,Business Platinum Card,Credit Cards,"As high as 300,000 Membership Rewards points","September 24, 2026",https://www.americanexpress.com/en-us/business/credit-cards/campaign/home/,,
American Express,Business Gold Card,Credit Cards,"As high as 200,000 Membership Rewards points","September 24, 2026",https://www.americanexpress.com/en-us/business/credit-cards/campaign/home/,,
American Express,Graphite Business Cash Unlimited,Credit Cards,"Earn $2,000 Cash Back","September 24, 2026",https://www.americanexpress.com/en-us/business/credit-cards/campaign/home/,,
American Express,Blue Business Cash,Credit Cards,Earn up to $750 statement credit on current public offer page,"September 24, 2026",https://www.americanexpress.com/en-us/business/credit-cards/campaign/home/,,
American Express,Blue Business Plus,Credit Cards,"Earn 15,000 Membership Rewards points","September 24, 2026",https://www.americanexpress.com/en-us/business/credit-cards/campaign/home/,,
American Express,Delta SkyMiles Reserve Business,Credit Cards,"Earn up to 200,000 bonus miles","September 24, 2026",https://www.americanexpress.com/en-us/business/credit-cards/campaign/home/,,
American Express,Delta SkyMiles Platinum Business,Credit Cards,"Earn up to 100,000 bonus miles","September 24, 2026",https://www.americanexpress.com/en-us/business/credit-cards/campaign/home/,,
American Express,Delta SkyMiles Gold Business,Credit Cards,"Earn up to 90,000 bonus miles","September 24, 2026",https://www.americanexpress.com/en-us/business/credit-cards/campaign/home/,,
American Express,Marriott Bonvoy Business,Credit Cards,"100,000 points + Free Night Award","September 24, 2026",https://www.americanexpress.com/en-us/business/credit-cards/campaign/home/,,
American Express,Hilton Honors Business,Credit Cards,"150,000 points + Free Night Reward","September 24, 2026",https://www.americanexpress.com/en-us/business/credit-cards/campaign/home/,,
American Express,Business Checking welcome offer,Banking,Current Membership Rewards welcome offer,"September 24, 2026",https://www.americanexpress.com/en-us/business/banking/,,
Citi,Citi Strata Premier,Credit Cards,"Earn 60,000 bonus points","September 24, 2026",https://www.citi.com/credit-cards/citi-strata-premier-credit-card,,
Citi,Citi Double Cash,Credit Cards,Earn $200 cash back bonus,"September 24, 2026",https://www.citi.com/credit-cards/citi-double-cash-credit-card,,
Citi,Citi Strata Elite,Credit Cards,Live new-account bonus offer,"September 24, 2026",https://www.citi.com/credit-cards/citi-strata-elite-credit-card,,
Citi,Citi Strata,Credit Cards,Live new-account bonus offer,"September 24, 2026",https://www.citi.com/credit-cards/citi-strata-credit-card,,
Citi,Citi Custom Cash,Credit Cards,Live new-account bonus offer,"September 24, 2026",https://www.citi.com/credit-cards/rewards-credit-cards,,
Citi,Citi Rewards+,Credit Cards,Live new-account bonus offer,"September 24, 2026",https://www.citi.com/credit-cards/rewards-credit-cards,,
Citi,Citi / AAdvantage Executive,Credit Cards,Live AAdvantage new-account bonus offer,"September 24, 2026",https://www.citi.com/credit-cards/rewards-credit-cards,,
Citi,Citi / AAdvantage Platinum Select,Credit Cards,Limited-time AAdvantage bonus offer,"September 24, 2026",https://www.citi.com/credit-cards/compare/rewards-credit-cards/,,
Citi,Citi / AAdvantage MileUp,Credit Cards,Live AAdvantage new-account bonus offer,"September 24, 2026",https://www.citi.com/credit-cards/rewards-credit-cards,,
Citi,CitiBusiness / AAdvantage Platinum Select,Credit Cards,Live business AAdvantage welcome offer,"September 24, 2026",https://www.citi.com/credit-cards/rewards-credit-cards,,
Citi,Costco Anywhere Visa by Citi,Credit Cards,Live card offer / membership-linked rewards,"September 24, 2026",https://www.citi.com/credit-cards/rewards-credit-cards,,
Citi,Costco Anywhere Visa Business by Citi,Credit Cards,Live business card offer,"September 24, 2026",https://www.citi.com/credit-cards/rewards-credit-cards,,
E*TRADE from Morgan Stanley,Brokerage cash-credit offer,Investing,"Earn up to $1,500","September 24, 2026",https://us.etrade.com/frequently-asked-questions/open-an-account,,
E*TRADE from Morgan Stanley,Premium Savings bonus,Banking,Earn up to $800,"September 24, 2026",https://us.etrade.com/promo/savings,,
FanDuel,New customer sportsbook offer,Sports,Up to $250 in Bonus Bets,"September 24, 2026",https://www.fanduel.com/research/fanduel-nfl-promo-new-customers-get-usd250-in-bonus-bets-with-5-day-offer,https://affiliates.fanduel.com/,
DraftKings Sportsbook,New customer sportsbook offer,Sports,Spend $5 and get $200 in bonuses,"September 24, 2026",https://sportsbook.draftkings.com/sportsbook,https://www.draftkings.com/affiliates,
DraftKings Daily Fantasy,New-customer DFS promotion,Sports,First deposit $5+ unlocks promotional contest offer,"September 24, 2026",https://external.draftkings.com/,https://www.draftkings.com/affiliates,
BetMGM,First Bet Offer,Sports,"Up to $1,500 back in Bonus Bets in eligible states","September 24, 2026",https://sports.betmgm.com/en/blog/latest-sports-betting-promotions-offers-betmgm-2/,,
BetMGM,Refer-a-Friend,Sports,Refer-a-friend reward (current amount shown in account),"September 24, 2026",https://sports.betmgm.com/en/blog/latest-sports-betting-promotions-offers-betmgm-2/,,https://sports.betmgm.com/en/blog/latest-sports-betting-promotions-offers-betmgm-2/
Lyft,New rider first-ride offer,Travel,"50% off first ride, up to $10","September 24, 2026",https://www.lyft.com/,,https://www.lyft.com/terms/referrals
Uber One,First-time member trial,Subscriptions,4-week free trial,"September 24, 2026",https://www.uber.com/us/en/uber-one/,https://www.uber.com/ci/en/affiliate-program/,
Instacart+,New-user free trial,Subscriptions,14-day free trial,"September 24, 2026",https://www.instacart.com/instacart-plus,,
Instacart,First-order delivery promotion,Shopping,Free delivery on first 3 orders,"September 24, 2026",https://www.instacart.com/promos-and-coupons,,
Instacart+,Eligible Mastercard offer,Subscriptions,3 free months + eligible monthly credits,"September 24, 2026",https://www.instacart.com/p/mastercard-offer,,
Instacart+,Costco member offer,Subscriptions,2 free months for eligible Costco members,"September 24, 2026",https://www.instacart.com/help/section/639415266/3253926282,,
DashPass,Disney+ Perks offer,Subscriptions,6-month free DashPass trial,"September 24, 2026",https://help.doordash.com/en-us/consumers/article/disney-perks-dashpass-trial-offer-t-cs,,
DashPass,GovX member offer,Subscriptions,"30 days free, then discounted first year","September 24, 2026",https://help.doordash.com/en-us/consumers/article/govx-dashpass-partnership-terms-conditions,,
DashPass,Lyft partnership trial,Subscriptions,Up to 3-month free trial for eligible linked users,"September 24, 2026",https://help.doordash.com/en-us/consumers/article/dashpass-lyft-partnership-faqs,,
Amazon Prime,Prime free trial / intro offer,Subscriptions,Current free-trial or introductory offer,"September 24, 2026",https://www.amazon.com/amazonprime,,
Walmart+,Walmart+ trial / intro offer,Subscriptions,Current trial or introductory offer,"September 24, 2026",https://www.walmart.com/plus,,
YouTube Premium,YouTube Premium trial,Subscriptions,Current free trial for eligible new members,"September 24, 2026",https://www.youtube.com/premium,,
Spotify Premium,Premium trial,Subscriptions,Current introductory Premium offer,"September 24, 2026",https://www.spotify.com/us/premium/,,
Apple Music,Apple Music trial,Subscriptions,Current introductory trial for eligible users,"September 24, 2026",https://www.apple.com/apple-music/,,
Hulu,Hulu introductory offer,Subscriptions,Current introductory offer for eligible new subscribers,"September 24, 2026",https://www.hulu.com/welcome,,
Disney+,Disney+ new-subscriber offer,Subscriptions,Current new-subscriber pricing / bundle offer,"September 24, 2026",https://www.disneyplus.com/,,
Peacock,Peacock subscription promotion,Subscriptions,Current introductory or annual-plan offer,"September 24, 2026",https://www.peacocktv.com/,,
Paramount+,Paramount+ trial / intro offer,Subscriptions,Current trial or introductory offer,"September 24, 2026",https://www.paramountplus.com/,,
Audible,Audible membership trial,Subscriptions,Current free-trial or introductory offer,"September 24, 2026",https://www.audible.com/ep/free-trial,,
Kindle Unlimited,Kindle Unlimited trial,Subscriptions,Current free-trial or introductory offer,"September 24, 2026",https://www.amazon.com/kindle-dbs/hz/subscribe/ku,,
Coursera Plus,Coursera Plus trial,Education,Current free trial / introductory offer,"September 24, 2026",https://www.coursera.org/courseraplus,,
Skillshare,Skillshare trial,Education,Current trial offer for new members,"September 24, 2026",https://www.skillshare.com/en/membership,,
Canva Pro,Canva Pro trial,Apps,Current Canva Pro free trial,"September 24, 2026",https://www.canva.com/pro/,,
Adobe Creative Cloud,Creative Cloud introductory offer,Apps,Current introductory pricing / trial,"September 24, 2026",https://www.adobe.com/creativecloud.html,,
Dropbox Plus,Dropbox plan trial / intro offer,Apps,Current introductory or trial offer,"September 24, 2026",https://www.dropbox.com/plans,,
Microsoft 365,Microsoft 365 trial,Apps,Current free-trial or introductory offer,"September 24, 2026",https://www.microsoft.com/microsoft-365,,
Google One,Google One introductory offer,Apps,Current introductory offer for eligible users,"September 24, 2026",https://one.google.com/about/plans,,
Grammarly Pro,Grammarly Pro offer,Apps,Current new-subscriber offer,"September 24, 2026",https://www.grammarly.com/plans,,
Notion,Notion plan offer,Apps,Current signup / plan offer,"September 24, 2026",https://www.notion.com/pricing,,
